Price History: NYGOLDS-FDS,,,,
,,,,
Date,Price,Change,% Change,Cumulative Change %
11/18/24,"2,612.04",48.82,1.90,46.37
11/19/24,"2,632.20",20.16,0.77,47.50
11/20/24,"2,650.46",18.26,0.69,48.52
11/21/24,"2,669.65",19.18,0.72,49.59
11/22/24,"2,716.34",46.69,1.75,52.21
11/25/24,"2,625.67",-90.66,-3.34,47.13
11/26/24,"2,632.96",7.28,0.28,47.54
11/27/24,"2,636.09",3.14,0.12,47.71
11/29/24,"2,650.35",14.26,0.54,48.51
12/02/24,"2,638.96",-11.39,-0.43,47.87
12/03/24,"2,643.89",4.93,0.19,48.15
12/04/24,"2,650.22",6.33,0.24,48.50
12/05/24,"2,631.93",-18.29,-0.69,47.48
12/06/24,"2,633.30",1.38,0.05,47.56
12/09/24,"2,660.33",27.02,1.03,49.07
12/10/24,"2,693.88",33.55,1.26,50.95
12/11/24,"2,718.25",24.37,0.90,52.32
12/12/24,"2,680.83",-37.42,-1.38,50.22
12/13/24,"2,648.68",-32.14,-1.20,48.42
12/16/24,"2,652.75",4.07,0.15,48.65
12/17/24,"2,646.60",-6.15,-0.23,48.30
12/18/24,"2,585.61",-60.99,-2.30,44.88
12/19/24,"2,594.55",8.94,0.35,45.39
12/20/24,"2,623.61",29.06,1.12,47.01
12/23/24,"2,612.76",-10.86,-0.41,46.41
12/24/24,"2,616.88",4.12,0.16,46.64
12/26/24,"2,633.87",16.99,0.65,47.59
12/27/24,"2,622.04",-11.83,-0.45,46.93
12/30/24,"2,605.83",-16.21,-0.62,46.02
12/31/24,"2,624.26",18.44,0.71,47.05
01/02/25,"2,641.42",17.16,0.65,48.01
01/03/25,"2,639.73",-1.70,-0.06,47.92
01/06/25,"2,636.11",-3.62,-0.14,47.71
01/07/25,"2,648.63",12.52,0.47,48.42
01/08/25,"2,661.66",13.03,0.49,49.15
01/10/25,"2,689.38",27.72,1.04,50.70
01/13/25,"2,663.21",-26.16,-0.97,49.23
01/14/25,"2,677.51",14.30,0.54,50.03
01/15/25,"2,693.40",15.89,0.59,50.92
01/16/25,"2,714.87",21.47,0.80,52.13
01/17/25,"2,703.15",-11.72,-0.43,51.47
01/21/25,"2,744.87",41.71,1.54,53.81
01/22/25,"2,756.35",11.48,0.42,54.45
01/23/25,"2,754.86",-1.49,-0.05,54.37
01/24/25,"2,761.70",6.84,0.25,54.75
01/27/25,"2,740.66",-21.04,-0.76,53.57
01/28/25,"2,763.42",22.76,0.83,54.85
01/29/25,"2,760.09",-3.33,-0.12,54.66
01/30/25,"2,794.17",34.07,1.23,56.57
01/31/25,"2,797.94",3.78,0.14,56.78
02/03/25,"2,814.71",16.77,0.60,57.72
02/04/25,"2,842.29",27.58,0.98,59.27
02/05/25,"2,867.22",24.93,0.88,60.66
02/06/25,"2,855.93",-11.29,-0.39,60.03
02/07/25,"2,861.25",5.32,0.19,60.33
02/10/25,"2,908.18",46.93,1.64,62.96
02/11/25,"2,897.62",-10.56,-0.36,62.37
02/12/25,"2,903.96",6.35,0.22,62.72
02/13/25,"2,928.33",24.37,0.84,64.09
02/14/25,"2,882.48",-45.85,-1.57,61.52
02/18/25,"2,935.42",52.94,1.84,64.49
02/19/25,"2,933.26",-2.16,-0.07,64.37
02/20/25,"2,939.39",6.13,0.21,64.71
02/21/25,"2,936.26",-3.13,-0.11,64.53
